t,deltaV,std
-2.0,1.1565850626058405,0.05341887948736388
-1.88,1.1684619112089645,0.053097095571755966
-1.7599999999999998,1.1639398542446784,0.05954222511589711
-1.6399999999999997,1.175716218132535,0.05247668643263252
-1.5199999999999996,1.166749028123449,0.0472185162049769
-1.4000000000000004,1.186358315610758,0.054944840915422885
-1.2800000000000002,1.1740926409150427,0.06666338046515159
-1.1600000000000001,1.166757857421899,0.0686849069333729
-1.04,1.1700412034602758,0.07330911189299094
-0.9199999999999999,1.173895521831282,0.048760109923440084
-0.7999999999999998,1.1698872995265683,0.06366140240663345
-0.6799999999999997,1.1692943188152913,0.049529677174141945
-0.5600000000000005,1.1529202984656137,0.061151758282247726
-0.4399999999999995,1.152949044465827,0.05534108658926577
-0.3200000000000003,1.1705926937020963,0.05682437817936581
-0.20000000000000018,1.175630139434008,0.06923573104663357
-0.08000000000000007,1.1747723132731116,0.05303198797688143
0.040000000000000036,,
0.16000000000000014,1.6959056540651953,0.07869670881669039
0.27999999999999936,1.829325446270015,0.07747862938644672
0.40000000000000036,1.927837055060352,0.07027586812078722
0.5199999999999996,1.9879457076921223,0.06114108106955951
0.6399999999999997,2.0042227416893987,0.06173923319431244
0.7599999999999998,1.9913107832778902,0.06319882639971457
0.8799999999999999,1.9865586573100815,0.053063079330932475
1.0,1.7951309149906316,0.16370897837990786
1.12,1.6714255361851988,0.08259111800491198
1.2400000000000002,1.6265295249953406,0.062493165944407965
1.3599999999999994,1.5978778992031637,0.05507225378787972
1.4800000000000004,1.5640777211590355,0.0631796805995348
1.5999999999999996,1.5179687871929366,0.055661149379829994
1.7199999999999998,1.4915778242993567,0.05249325618854009
1.8399999999999999,1.453489874642376,0.05726419025302199
1.96,1.4411758674722148,0.0537102653047732
2.08,1.409601813119701,0.056550017512957906
2.1999999999999993,1.3905237903809697,0.04732105744624986
2.3200000000000003,1.3980759193097154,0.05088396729074025
2.4399999999999995,1.381980076428812,0.04568896878259969
2.5599999999999987,1.399231912274023,0.04958472408750664
2.6799999999999997,1.3935615099446843,0.046739877977390376
2.8000000000000007,1.4064688845890339,0.04119036246485436
2.92,1.4150634247893736,0.05051699187482744
3.039999999999999,,
3.16,,
3.2799999999999994,1.5482226783513273,0.008061221647946537
3.3999999999999986,1.5509353284974838,0.09881014359872112
3.5199999999999996,1.2484139968615748,0.13184975723780534
3.6400000000000006,0.945559088042014,0.1332381106806372
3.76,0.6815121548320515,0.08293125889457795
3.879999999999999,0.5585116392468925,0.06233768998990558
4.0,0.6151591515550964,0.03430137779105891
4.120000000000001,0.7217026877659247,0.03389026509877196
4.24,0.8437268244582902,0.029885612707005436
4.359999999999999,0.9463922200499785,0.03485000518374018
4.48,1.0410615651313782,0.027145424315810227
4.6,1.1149895531531022,0.029640190231206787
4.719999999999999,1.1822515702038447,0.03048053154073958
4.84,1.2372447967237301,0.04132213137521469
4.960000000000001,1.2604465830346687,0.0635378961188671
5.08,1.2368848354579625,0.07408826514144208
5.199999999999999,1.2295393617899002,0.07922198128228457
5.32,1.2138412058811663,0.0675088015072824
5.4399999999999995,1.1994140264742255,0.0601372098163923
5.559999999999999,1.212097892880383,0.06202637860612322
5.68,1.1935907978901732,0.06179218037274001
5.800000000000001,1.1878782840771291,0.05643172399609946
5.92,1.1894322362513878,0.06102367962459469
6.039999999999999,1.1915998117934956,0.05830545928015205
6.16,1.1770210331865596,0.06157878451199479
6.279999999999999,1.175125276988766,0.06072074864561604
6.4,1.1676207810853847,0.05714132248829439
6.52,1.1535547309877674,0.05145908453732067
6.640000000000001,1.1780061066979506,0.060997802636446274
6.76,1.1789650273243777,0.058075118006363266
6.879999999999999,1.179330922104078,0.058261096381833896
7.0,1.181394918381985,0.04679562816066194
7.119999999999999,1.1651983098170589,0.061542583485029424
7.24,1.1593846216668335,0.054502617980891566
7.359999999999999,1.1691912091363965,0.06900416045932257
7.48,1.1623922124204733,0.055673834182145554
7.6,1.156507801466052,0.05922540388298726
7.719999999999999,1.1657134640090487,0.04720965957932518
7.84,1.1649109067557186,0.049990082012407296
7.959999999999999,1.1662629060908278,0.051746525981568335
8.08,1.1758295023425662,0.06770225676779269
8.2,1.1717285043984726,0.057326614855978626
8.32,1.168492291347658,0.0657216707128431
8.44,1.1693943691749078,0.054928361888275073
8.559999999999999,1.1702500565947929,0.06731628779212272
8.68,1.1717255543518617,0.05210240286628742
8.799999999999999,1.1691489729995796,0.06621449162305046
8.92,1.167629581120441,0.04869213391997905
9.04,1.1652652472631555,0.045843032692402065
9.16,1.1738593182125385,0.05648587072326398
9.28,1.1752111833301193,0.05183792116148811
9.4,1.1623564752264914,0.0601522050629809
9.52,1.1785950849777769,0.06664440317100996
9.639999999999999,1.1786642273062486,0.057423627388023805
9.76,1.175720096050448,0.057134037139474375
9.879999999999999,1.169871478342907,0.05204524585805038
