t,deltaV,std
-2.0,1.164529661976963,0.049111342887329275
-1.88,1.1808856547452422,0.06325097258135526
-1.7599999999999998,1.1819825033847777,0.06047800092083939
-1.6399999999999997,1.1753354035173218,0.05261386592362304
-1.5199999999999996,1.1613381687219135,0.0573023067082872
-1.4000000000000004,1.1762614638617903,0.0544268754495766
-1.2800000000000002,1.1828982712924,0.05056365514312485
-1.1600000000000001,1.1785519593087124,0.054313395207760566
-1.04,1.1730350571804962,0.05498138084604526
-0.9199999999999999,1.1704309746174881,0.06553922585350158
-0.7999999999999998,1.1690914023516696,0.06863366663597738
-0.6799999999999997,1.1663750358250788,0.05825191383391745
-0.5600000000000005,1.1709161360810787,0.04921897001876908
-0.4399999999999995,1.1733335199871382,0.062280049802006236
-0.3200000000000003,1.1720328782098146,0.04602390370375047
-0.20000000000000018,1.1669546099862285,0.0595230126936687
-0.08000000000000007,1.1455738675994245,0.06707149408447781
0.040000000000000036,,
0.16000000000000014,1.6929007016803563,0.04167214344329368
0.27999999999999936,1.8466548497207915,0.06717415113295329
0.40000000000000036,1.9189547327360665,0.07343582592179806
0.5199999999999996,1.9893088300925572,0.07573523409149073
0.6399999999999997,1.9927447423496407,0.06501786469865993
0.7599999999999998,1.7358452382254017,0.13367089813475666
0.8799999999999999,1.144930585242867,0.23481444872077792
1.0,0.7242481082172213,0.11404824115802879
1.12,0.56562240716062,0.05379161091482037
1.2400000000000002,0.6147426596727852,0.03479560462625593
1.3599999999999994,0.7239610428041005,0.03447988233497752
1.4800000000000004,0.829124996867676,0.03517934726943815
1.5999999999999996,0.9336599737438348,0.03329746495241196
1.7199999999999998,1.0187021716768927,0.029031867199167227
1.8399999999999999,1.1030066024849736,0.03206693402729127
1.96,1.1534136755853333,0.03741701465188825
2.08,1.195595748218654,0.040638812890333234
2.1999999999999993,1.216684991210659,0.05669078764444211
2.3200000000000003,1.226464503601114,0.06757371561444765
2.4399999999999995,1.2041813868793192,0.07554775501266656
2.5599999999999987,1.2103075644916443,0.08915132735067706
2.6799999999999997,1.1909427743471497,0.06433041098857653
2.8000000000000007,1.1869355462467,0.05902682582747667
2.92,1.1686479957143012,0.05863746476027204
3.039999999999999,1.183172692061953,0.06749325239709857
3.16,1.1684398695885252,0.065598499374966
3.2799999999999994,1.1745670330481413,0.0549725908484206
3.3999999999999986,1.158943452420125,0.048416144257007986
3.5199999999999996,1.1675326507546229,0.06577987561110935
3.6400000000000006,1.1707930878140649,0.048250255429964625
3.76,1.1572805984970982,0.05286974809372092
3.879999999999999,1.168130733132369,0.05600934819904402
4.0,1.1717953132225467,0.056615716839080836
4.120000000000001,1.1539946668707954,0.052727806600495385
4.24,1.1698511613126485,0.05905094392154625
4.359999999999999,1.1662382883595321,0.05110470146516017
4.48,1.1627147125351298,0.0504653081141109
4.6,1.1687530278568556,0.065851840728094
4.719999999999999,1.1618251310739856,0.06210327346381186
4.84,1.1661747290668973,0.057528690807114896
4.960000000000001,1.1818979947474277,0.07324070925281166
5.08,1.1744184823445836,0.06043582821799995
5.199999999999999,1.1587276826672996,0.05647118099208941
5.32,1.1612467394694943,0.053629682921591114
5.4399999999999995,1.1859547842163114,0.06897105453766135
5.559999999999999,1.177260923658009,0.055366803634023916
5.68,1.1672859444096448,0.05796458958660586
5.800000000000001,1.1712588840793254,0.07068445560717142
5.92,1.1682015256179368,0.05751512781579218
6.039999999999999,1.1562765809401032,0.05869985132544925
6.16,1.1815908539567448,0.05367342492175272
6.279999999999999,1.1773283726808854,0.06944306061638625
6.4,1.167219361825969,0.05728547992536154
6.52,1.1607169597498272,0.05649000348960954
6.640000000000001,1.1664960898138326,0.049393495510044336
6.76,1.173539682199782,0.06676267626826726
6.879999999999999,1.171477767892523,0.052204130316635344
7.0,1.1609325497878962,0.055091285173640786
7.119999999999999,1.1696835876471001,0.06114850255212095
7.24,1.1653012594026662,0.058996596922227564
7.359999999999999,1.1671025735071086,0.060647669133307096
7.48,1.16432554049894,0.07713981310538615
7.6,1.1711116395928338,0.04998535955878042
7.719999999999999,1.1588196938365118,0.0535688231231896
7.84,1.1709838961809778,0.06115370450209486
7.959999999999999,1.1765828388334205,0.06633953453536118
8.08,1.1810569298489226,0.05790560601815564
8.2,1.170078288776531,0.06423076209129686
8.32,1.1685070720567785,0.05369750664213499
8.44,1.1572922047017478,0.05120122371898619
8.559999999999999,1.1741353548437445,0.05148482706151475
8.68,1.1752907877241243,0.05805848351898154
8.799999999999999,1.1698039801786668,0.05053256762298792
8.92,1.172112911318075,0.058148258939971546
9.04,1.1736352453678094,0.0635643337950449
9.16,1.1675963897192796,0.050070903472175673
9.28,1.1683758422874357,0.06561528945266513
9.4,1.15890112929279,0.06429794782482398
9.52,1.182893454338281,0.06027485181106626
9.639999999999999,1.1662705555556645,0.06282637674260352
9.76,1.1605158163119147,0.06192586783082271
9.879999999999999,1.164785202894993,0.06036553276002143
