t,tau,std
-2.0,0.8757237861893096,0.06481298477258259
-1.88,0.8586989349467471,0.0643970958369067
-1.7599999999999998,0.8441279206817484,0.04660059574158091
-1.6399999999999997,0.854842742137107,0.06147406159933215
-1.5199999999999996,0.8576428821441071,0.06054367183800906
-1.4000000000000004,0.8793670452753404,0.06305680708504852
-1.2800000000000002,0.8427694111978326,0.0680088158790193
-1.1600000000000001,0.8901314630948939,0.06806730750890068
-1.04,0.8794379112895038,0.06577778859679284
-0.9199999999999999,0.8696149093168944,0.06288061476971304
-0.7999999999999998,0.8583797610933178,0.05241696410939104
-0.6799999999999997,0.8528078577841937,0.056372025494953036
-0.5600000000000005,0.849909162124773,0.05997514043778712
-0.4399999999999995,0.8793582536269672,0.05848051668778836
-0.3200000000000003,0.8712035601780089,0.06533073702209179
-0.20000000000000018,0.8778135876490797,0.07378995119348578
-0.08000000000000007,0.8969648482424123,0.05448400171814706
0.040000000000000036,0.9062379044878169,0.08535665253721447
0.16000000000000014,0.9497754887744386,0.08003141447405326
0.27999999999999936,0.9797289864493223,0.064771428294457
0.40000000000000036,0.9863262393888925,0.07024238097543663
0.5199999999999996,0.990373328190219,0.06453478346965201
0.6399999999999997,0.9693939242416666,0.0870301613017575
0.7599999999999998,0.9594924190653976,0.05986233029053924
0.8799999999999999,0.9006393176801697,0.09310433741015078
1.0,0.8487091021217728,0.07550023556163137
1.12,0.7825443903774136,0.06935430327863631
1.2400000000000002,0.7209789060881615,0.07326095633939432
1.3599999999999994,0.6846645362571161,0.05740852153026696
1.4800000000000004,0.6595120453697105,0.052304105059702975
1.5999999999999996,0.6318315915795792,0.04231694321753558
1.7199999999999998,0.6203432122825654,0.04719156977103227
1.8399999999999999,0.5972769226696629,0.057861199877771295
1.96,0.5950885779583099,0.041291616867441025
2.08,0.5774288714435724,0.033684716561713915
2.1999999999999993,0.570881374257392,0.042750160098368906
2.3200000000000003,0.5729312106630972,0.0441892912708289
2.4399999999999995,0.5695840347572934,0.037044503651496065
2.5599999999999987,0.57990399519976,0.03963232825885312
2.6799999999999997,0.5654218194780707,0.03923932019713105
2.8000000000000007,0.5775446667070195,0.043797614577570754
2.92,0.5696284814240713,0.03460602623833841
3.039999999999999,0.5840049578236487,0.050325876917179296
3.16,0.5664283214160706,0.041694290221056175
3.2799999999999994,0.5650842542127106,0.033131873375332015
3.3999999999999986,0.5681925121897121,0.03730376235015102
3.5199999999999996,0.5813040652032602,0.04383772969543623
3.6400000000000006,0.5886465751859021,0.042488542328870026
3.76,0.5646790814116979,0.04356536585645173
3.879999999999999,0.5736686834341718,0.03696451046730465
4.0,0.6187945760924412,0.02943562858567387
4.120000000000001,0.7145500132149465,0.04595865700072581
4.24,0.7814168486202088,0.03590963361635762
4.359999999999999,0.8399577873630523,0.035920670461408344
4.48,0.8490024501225057,0.0468939473571191
4.6,0.8420949349354263,0.04228433137953775
4.719999999999999,0.8387194869947577,0.06286663413229104
4.84,0.7353967698384918,0.09231754454921819
4.960000000000001,0.6731630699182017,0.06457890971396711
5.08,0.6960348017400869,0.05172169364616793
5.199999999999999,0.7070067789103742,0.04065490873878589
5.32,0.7552635696300944,0.046349109582644245
5.4399999999999995,0.8034901745087253,0.04117653514400995
5.559999999999999,0.8590222614579005,0.044867661901534364
5.68,0.8911112222277782,0.051708041808762074
5.800000000000001,0.899884994249712,0.05395948068019589
5.92,0.8812076967484738,0.07156617992753193
6.039999999999999,0.8860591177707033,0.06313931614053091
6.16,0.8781054437337251,0.05301535662452684
6.279999999999999,0.8728907033586971,0.05180381794885528
6.4,0.8865217454421109,0.04837745048660053
6.52,0.9011928857312427,0.06773824640819807
6.640000000000001,0.9033785022584461,0.052508912899837126
6.76,0.8664833241662084,0.07286185059175361
6.879999999999999,0.8835321766088302,0.07140979049870902
7.0,0.8783439171958591,0.06582084189291286
7.119999999999999,0.8644654454944967,0.06025005535832613
7.24,0.8881534985840202,0.06079313236834954
7.359999999999999,0.8991649582479126,0.062232056636473645
7.48,0.8891111222227777,0.06537631796886016
7.6,0.8840442022101105,0.07652942321187035
7.719999999999999,0.8805106922012769,0.0649823910720978
7.84,0.8590005257838652,0.0634053737974702
7.959999999999999,0.870105043713724,0.05793959371329647
8.08,0.896752529934189,0.05898647324920089
8.2,0.8691291707442514,0.06865949978779218
8.32,0.8843775522109434,0.061808771587015726
8.44,0.8840442022101102,0.07063657718848008
8.559999999999999,0.8635742131934179,0.06345688175689994
8.68,0.8841545525552139,0.064742663615506
8.799999999999999,0.8476995278335345,0.04941938123678465
8.92,0.862686612591499,0.062032069773606986
9.04,0.8746134276410789,0.05326264574956777
9.16,0.871403570178509,0.0650248968715115
9.28,0.8743865764716808,0.049603368903076886
9.4,0.8720186009300469,0.057565186890948125
9.52,0.8478217014298989,0.056895007590508924
9.639999999999999,0.8807209591248794,0.0655881528259971
9.76,0.8708702101771754,0.06494654019770493
9.879999999999999,0.8667467856151428,0.05041430424985716
