t,deltaV,std
-2.0,1.1673446419562896,0.05528349047630792
-1.88,1.15781418437863,0.060052680268135795
-1.7599999999999998,1.1652969810630678,0.05771167643741698
-1.6399999999999997,1.1706231689122142,0.06123634392697972
-1.5199999999999996,1.177603721211762,0.04861770783226881
-1.4000000000000004,1.1784749682911195,0.055733197212409734
-1.2800000000000002,1.1752739029376122,0.06916175640105786
-1.1600000000000001,1.1873194968814547,0.054485896925687026
-1.04,1.161911045964512,0.05777861143666275
-0.9199999999999999,1.15438018872366,0.056857869344813614
-0.7999999999999998,1.163215487752585,0.055870448752443444
-0.6799999999999997,1.176678415937709,0.05392110484758423
-0.5600000000000005,1.1614825631757761,0.05810847257037535
-0.4399999999999995,1.172888830975717,0.0485480729272861
-0.3200000000000003,1.1687276470440842,0.059957568225999576
-0.20000000000000018,1.1629255618229353,0.05621709730382976
-0.08000000000000007,1.1638504592840326,0.05363258441269771
0.040000000000000036,,
0.16000000000000014,1.7008978948717002,0.09701568991460834
0.27999999999999936,1.8126635642004865,0.07936811498122273
0.40000000000000036,1.9474956052752108,0.06929524990641374
0.5199999999999996,1.9817389662390419,0.06206724225137553
0.6399999999999997,2.0275278732269215,0.07417369698589661
0.7599999999999998,2.002987363753391,0.06415733706519763
0.8799999999999999,1.9730234460812495,0.09865842071736564
1.0,1.7874704264970886,0.15118212460455918
1.12,1.669530044518595,0.08215916005777624
1.2400000000000002,1.618376117334787,0.06096367738935318
1.3599999999999994,1.6010139526967784,0.05360638096360731
1.4800000000000004,1.560471224893147,0.05908979189488721
1.5999999999999996,1.5250939179915026,0.05688645750431041
1.7199999999999998,1.4949334784617274,0.060314056634487946
1.8399999999999999,1.4737406252648504,0.04949448668852481
1.96,1.4325649510411629,0.03928708885920072
2.08,,
2.1999999999999993,,
2.3200000000000003,1.596974759368615,0.09001183852525915
2.4399999999999995,1.3560939372541532,0.1290738108574114
2.5599999999999987,1.0442875079510847,0.11931369378522434
2.6799999999999997,0.7367985801160798,0.10419613082789056
2.8000000000000007,0.5584629334564847,0.07822658009122838
2.92,0.5542347231597919,0.0293865310888836
3.039999999999999,0.6654888462948784,0.0383146822464827
3.16,0.7673450921697436,0.03752529189221915
3.2799999999999994,0.8811042148168604,0.03195562671118591
3.3999999999999986,0.989527957382699,0.027266531692635727
3.5199999999999996,1.0764755266422759,0.028465329692873506
3.6400000000000006,1.1521179583897743,0.027928902047702167
3.76,1.195784041016381,0.04002622604188691
3.879999999999999,1.2508935256206914,0.04603450277784874
4.0,1.2461644279454982,0.06349066118868016
4.120000000000001,1.2379228698829219,0.06770399066978945
4.24,1.2539700616545273,0.07704467043173747
4.359999999999999,1.2185909212010244,0.06866652954000182
4.48,1.192532239244465,0.06508455736343198
4.6,1.1891046175642326,0.06758184879046197
4.719999999999999,1.1843452747590617,0.05258518886423216
4.84,1.1811674874776357,0.06275616882580978
4.960000000000001,1.175066571170053,0.06004113078628534
5.08,1.1896657142349272,0.05060282245414797
5.199999999999999,1.1841979094312054,0.0717816119312824
5.32,1.1726760269173557,0.07114633029854654
5.4399999999999995,1.1733717361667289,0.06587903437745049
5.559999999999999,1.1553012423424671,0.06038891356948259
5.68,1.1756392800236042,0.054583057200290074
5.800000000000001,1.1664126175800902,0.0545613503920554
5.92,1.1779331344451989,0.06011720587649571
6.039999999999999,1.1660292219111064,0.07329512255078484
6.16,1.1846062981608634,0.05106649389818745
6.279999999999999,1.17106305901651,0.060041474703182184
6.4,1.1618539116121338,0.05957263075377832
6.52,1.1752940001541758,0.07632154876331598
6.640000000000001,1.1631442774533236,0.058984804775912836
6.76,1.1753913162214982,0.057406049797507
6.879999999999999,1.1766096629181624,0.061483406582134734
7.0,1.1744080726255082,0.06003375491811963
7.119999999999999,1.1571182156269406,0.06650978254701395
7.24,1.166176266698804,0.05649230805536435
7.359999999999999,1.1580827506896465,0.0501183992522272
7.48,1.1577330922327447,0.05796907802721351
7.6,1.1659238615188199,0.06268124720738535
7.719999999999999,1.1828780971547774,0.05993163344403684
7.84,1.1932153911789258,0.06997660417792222
7.959999999999999,1.1730209791198825,0.053544116570887874
8.08,1.181065323692598,0.061364838902638684
8.2,1.1706297105782437,0.06034615920894099
8.32,1.1565675346252469,0.050286555236439996
8.44,1.1567319368397995,0.05086442904054768
8.559999999999999,1.1696089655557487,0.05414536971022167
8.68,1.166444806287195,0.06831083571513674
8.799999999999999,1.1698416325220808,0.057444656132538845
8.92,1.170424226237064,0.065692827451076
9.04,1.1723143252814392,0.061474266946840994
9.16,1.175142558188261,0.05158127066312934
9.28,1.1661100901291752,0.039823694205054244
9.4,1.1742347351947284,0.05869439285901767
9.52,1.183850356089817,0.058659070995858736
9.639999999999999,1.1648891140328932,0.06163925812232858
9.76,1.1682862745668203,0.050178806703360765
9.879999999999999,1.1725136952163422,0.052695556590281876
