t
-4.0
-3.94
-3.88
-3.82
-3.76
-3.7
-3.64
-3.58
-3.52
-3.46
-3.4
-3.34
-3.2800000000000002
-3.2199999999999998
-3.16
-3.1
-3.04
-2.98
-2.92
-2.8600000000000003
-2.8
-2.74
-2.68
-2.62
-2.56
-2.5
-2.44
-2.38
-2.3200000000000003
-2.26
-2.2
-2.14
-2.08
-2.02
-1.96
-1.9
-1.8399999999999999
-1.7800000000000002
-1.7200000000000002
-1.6600000000000001
-1.6
-1.54
-1.48
-1.42
-1.3600000000000003
-1.3000000000000003
-1.2400000000000002
-1.1800000000000002
-1.12
-1.06
-1.0
-0.94
-0.8799999999999999
-0.8200000000000003
-0.7600000000000002
-0.7000000000000002
-0.6400000000000001
-0.5800000000000001
-0.52
-0.45999999999999996
-0.40000000000000036
-0.3400000000000003
-0.28000000000000025
-0.2200000000000002
-0.16000000000000014
-0.10000000000000009
-0.040000000000000036
0.019999999999999574
0.08000000000000007
0.13999999999999968
0.20000000000000018
0.2599999999999998
0.3200000000000003
0.3799999999999999
0.4399999999999995
0.5
0.5599999999999996
0.6200000000000001
0.6799999999999997
0.7400000000000002
0.7999999999999998
0.8599999999999994
0.9199999999999999
0.9799999999999995
1.04
1.0999999999999996
1.1600000000000001
1.2199999999999998
1.2799999999999994
1.3399999999999999
1.3999999999999995
1.46
1.5199999999999996
1.58
1.6399999999999997
1.7000000000000002
1.7599999999999998
1.8199999999999994
1.88
1.9399999999999995
2.0
2.0599999999999996
2.12
2.1799999999999997
2.24
2.3
2.3599999999999994
2.42
2.4799999999999995
2.54
2.5999999999999996
2.66
2.7199999999999998
2.7799999999999994
2.84
2.8999999999999995
2.96
3.0199999999999996
3.08
3.1399999999999997
3.1999999999999993
3.26
3.3199999999999994
3.38
3.4399999999999995
3.5
3.5599999999999996
3.62
3.6799999999999997
3.7399999999999993
3.8
3.8599999999999994
3.92
3.9799999999999995
4.039999999999999
4.1
4.16
4.219999999999999
4.279999999999999
4.34
4.4
4.459999999999999
4.52
4.58
4.640000000000001
4.699999999999999
4.76
4.82
4.879999999999999
4.9399999999999995
5.0
5.0600000000000005
5.119999999999999
5.18
5.24
5.299999999999999
5.359999999999999
5.42
5.48
5.539999999999999
5.6
5.66
5.719999999999999
5.779999999999999
5.84
5.9
5.959999999999999
6.02
6.08
6.139999999999999
6.199999999999999
6.26
6.32
6.379999999999999
6.4399999999999995
6.5
6.559999999999999
6.619999999999999
6.68
6.74
6.799999999999999
6.859999999999999
6.92
6.98
7.039999999999999
7.1
7.16
7.219999999999999
7.279999999999999
7.34
7.4
7.459999999999999
7.52
7.58
7.639999999999999
7.699999999999999
7.76
7.82
7.879999999999999
7.9399999999999995
